fid,mode,region,agency,name,year_open,cost_usd,riders,status,notes,web,grade,construct,automated,year_clos,ffga_date,ffga_cost,ffga_shr,reference,limited,country,brt_rating,project,route_km,brt_year,Is it in the RTDB?,Does it look like rapid transport?,Does it have frequencies better than 20min,ADD?
1177,Regional Rail,Boston MA USA,MBTA,Seaport to Back Bay Line,,100,,cancelled,"Proposed by MassDOT and MBTA, to be served by DMUs.",https://en.wikipedia.org/wiki/Track_61_(Boston),at grade,2013-2015,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,Seaport to Back Bay Line,4.971409202,,NO,,,
622,Regional Rail,Dallas TX USA,DART,Silver Line,,1100,5630,uc,Previously known as Cotton Belt.,https://www.dart.org/about/expansion/silverline.asp,at grade,2019-2026,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,Silver Line,44.59778061,,NO,,NO,
683,Regional Rail,Dallas TX USA,DCTA,A-Train,2011,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,A-Train,33.86422174,,NO,,NO,
881,Regional Rail,Dallas TX USA,Trinity Metro,TEXRail,2019,996,13700,existing,,,at grade,,,,2016-12,1034.4,0.483,Yonah Freemark; OpenStreetMap contributors,0,USA,,TEXRail,42.27607608,,NO,,NO DATA,
454,Regional Rail,Denver CO USA,Denver RTD,B,2016,2100,18000,existing,Part of Eagle P3 federal grant agreement.,,at grade,,,,2011-08,2043.1,0.504,Yonah Freemark; OpenStreetMap contributors,0,USA,,Northwest Line (B),3.54286212,,NO,,NO,
455,Regional Rail,Denver CO USA,Denver RTD,B/G,2016,2100,18000,existing,Part of Eagle P3 federal grant agreement.,,at grade,,,,2011-08,2043.1,0.504,Yonah Freemark; OpenStreetMap contributors,0,USA,,Northwest Line,6.666693011,,NO,,NO,
534,Regional Rail,Denver CO USA,Denver RTD,G,2019,2100,18000,existing,Part of Eagle P3 federal grant agreement.,,at grade,,,,2011-08,2043.1,0.504,Yonah Freemark; OpenStreetMap contributors,0,USA,,Gold Line (G),11.47317513,,NO,,NO,
578,Regional Rail,Denver CO USA,Denver RTD,N,2020,343,,existing,,http://www.rtd-denver.com/n-line.shtml,at grade,2014-2020,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,North Metro Phase 1 (N),20.97496569,,NO,,NO,
872,Regional Rail,Denver CO USA,Denver RTD,A,2016,2100,37900,existing,Part of Eagle P3 federal grant agreement.,,at grade,,,,2011-08,2043.1,0.504,Yonah Freemark; OpenStreetMap contributors,0,USA,,University Line (A),37.54576824,,NO,,NO DATA,
956,Regional Rail,Denver CO USA,Denver RTD,N,,,,proposed,Future project (early planning),https://www.rtd-denver.com/reports-and-policies/facts-figures/n-line,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,North Metro Rail Line (N) Phase 2,7.987328495,,NO,,,
957,Regional Rail,Denver CO USA,Denver RTD,B,,,,proposed,Future project (early planning),https://www.rtd-denver.com/reports-and-policies/facts-figures/b-line,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,Northwest Rail Line (B) Phase 2,54.57525741,,NO,,,
689,Regional Rail,Orlando FL USA,SunRail,SunRail,2014,,,existing,,,at grade,,,,2011-07,357.2,0.5,Yonah Freemark; OpenStreetMap contributors,0,USA,,SunRail (First Phase),51.1235126,,NO,,NO DATA,
880,Regional Rail,Orlando FL USA,SunRail,SunRail,2018,174,5800,existing,,,at grade,,,,2015-09,186.9,0.5,Yonah Freemark; OpenStreetMap contributors,0,USA,,SunRail Phase 2 (South),27.57764513,,NO,,NO DATA,
1030,Regional Rail,Orlando FL USA,Brightline/SunRail,Brightline Orlando-Tampa/SunRail OIA Connector,,,,proposed,Shared corridor for Sunrail commuter trains and Brightline intercity trains.,,at grade,2022-2025,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,Brightline Orlando-Tampa/SunRail OIA Connector,7.962209507,,NO,,,
1044,Regional Rail,Orlando FL USA,SunRail,SunRail,,44.9,600,uc,"Denied federal funding, but local funding established.",https://corporate.sunrail.com/stations-trains/northern-expansion-stations/,at grade,2022-2024,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,SunRail Phase 2 (North),18.95745348,,NO,,,
687,Regional Rail,Philadelphia PA USA,New Jersey Transit,River Line,2004,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,River Line,54.4264983,,NO,,NO,
1039,Regional Rail,Philadelphia PA USA,New Jersey Transit,River Line,,,,proposed,Proposed by local mayor; has no funding associated with it,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,River Line extension,1.982573944,,NO,,,
685,Regional Rail,Portland OR USA,TriMet,WES,2009,166,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,WES,23.57071719,,NO,,NO,
607,Regional Rail,San Bernardino CA USA,OmniTrans,Arrow Redlands,2022,360,1200,existing,,https://www.gosbcta.com/project/redlands-passenger-rail-project-arrow/,at grade,2019-2022,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,Arrow Redlands Passenger Rail Project,14.41261452,,NO,,NO,
684,Regional Rail,San Diego CA USA,NCTD,Sprinter,2008,,,existing,,,at grade,,,,2003-02,351.5,0.433,Yonah Freemark; OpenStreetMap contributors,0,USA,,Sprinter,35.46429726,,NO,,NO,
